Unnamed: 0.1,Unnamed: 0,country,description,designation,points,price,province,region_1,region_2,taster_name,taster_twitter_handle,title,variety,winery,img_url,extracted_flavors,wine_type,year,clean_description,style
147,55945,US,"This vineyard has been source to Ottomino's best Zinfandels for years. The '08 is right up there, rich and sweet in briary berries, cola, mocha and pepper spice. The tannins are firm; the acidity is just right. A bit young and sweet in primary fruit, try aging it for a few years in the cellar.",Von Weidlich Vineyard,91,38,California,Russian River Valley,Sonoma,,,Ottimino Vineyards 2008 Von Weidlich Vineyard Zinfandel (Russian River Valley),Zinfandel,Ottimino Vineyards,https://images.vivino.com/thumbs/_lVnJ_zCQByW-podeLo6gQ_150x200.jpg,"['spice', 'chocolate']",red,2008,vineyard source Ottomino good zinfandel year 08 right rich sweet briary berry cola mocha pepper spice tannin firm acidity right bit young sweet primary fruit try age year cellar,Concentrated and Fruity
148,55338,Italy,"This bright Aglianico delivers a dark fruit aroma, with touches of rum cake and dusty mineral at the back. The brightness of the acidity will refresh your tastebuds.",,87,13,Southern Italy,Campania,,,,Terredora 2010 Aglianico (Campania),Aglianico,Terredora,https://images.vivino.com/thumbs/-jUR8z4DRo2XYZPybkZa1g_pb_x600.png,['mineral'],red,2010,bright Aglianico deliver dark fruit aroma touch rum cake dusty mineral brightness acidity refresh tastebud,Concentrated and Fruity
150,78866,Chile,"Weak aromas of peach pit and tropical fruit are none too exciting, while the palate is dilute and carries flavors of orange and lime. Too narrow to warrant a recommendation, with barely any concentration.",Reserva,82,12,Maule Valley,,,Michael Schachner,@wineschach,Chilensis 2008 Reserva Sauvignon Blanc (Maule Valley),Sauvignon Blanc,Chilensis,https://images.vivino.com/thumbs/mjDgznPtQj2SlAh0fX8NXw_pb_x600.png,"['citrus', 'fruit']",white,2008,weak aroma peach pit tropical fruit exciting palate dilute carry flavor orange lime narrow warrant recommendation barely concentration,Crisp and Citrusy
151,125483,US,"Another fine Chardonnay from this esteemed producer. Shows the house signature of dryness, zesty acidity and a minerally cleanliness like Spring snow melt. It's rich in tropical fruits, with additional layers of cream and vanilla from barrel fermentation.",Highland,90,27,California,Santa Lucia Highlands,Central Coast,,,Morgan 2011 Highland Chardonnay (Santa Lucia Highlands),Chardonnay,Morgan,https://images.vivino.com/thumbs/YwbGpNJDTtyAo_NnZTH5FA_pb_x600.png,"['mineral', 'vanilla', 'citrus', 'fruit']",white,2011,fine Chardonnay esteemed producer show house signature dryness zesty acidity minerally cleanliness like Spring snow melt rich tropical fruit additional layer cream vanilla barrel fermentation,Sweet and Buttery
152,36550,US,"Broad aromas of espresso and dark cherry carry onto the medium- to full-bodied palate, which comes with an edgy texture due in part to the elevated acids.",Genesis,84,29,Virginia,Virginia,,,,Lost Creek 2011 Genesis Red (Virginia),Red Blend,Lost Creek,https://images.vivino.com/thumbs/f2ZB1ZmoQq6xLfs4LqQk_A_150x200.jpg,"['coffee', 'berry']",red,2011,broad aroma espresso dark cherry carry medium- bodied palate come edgy texture elevated acid,Spicy and Aromatic
153,127570,US,"This Bordeaux blend is solidly in the Darby style, but bigger and fuller and rounder than the other wines, with lovely, plummy aromas that lead into mouth-filling blackberry, cassis and cherry fruit. The use of 75% new oak is not intrusive; it's truly just an accent, and does not overtake the fruit.",The Swagger Reserve Red,91,50,Washington,Columbia Valley (WA),Columbia Valley,Paul Gregutt,@paulgwine ,Darby 2007 The Swagger Reserve Red Red (Columbia Valley (WA)),Bordeaux-style Red Blend,Darby,https://images.vivino.com/thumbs/01csk0u3skid2_150x200.jpg,"['fruit', 'wood', 'berry']",red,2007,Bordeaux blend solidly Darby style big full rounder wine lovely plummy aroma lead mouth fill blackberry cassis cherry fruit use 75 new oak intrusive truly accent overtake fruit,Outlier/Not Classified
154,113587,US,"At the age of four years, this Chardonnay is losing its primary fruit character and picking up rich, complex aged notes of glazed cashews, baked pineapple and dried peaches and apricots. It's also very spicy. Really fascinates the palate, offering a different experience each second, and should continue to interest for several more years.",Fort Ross Vineyard Reserve,94,40,California,Sonoma Coast,Sonoma,,,Fort Ross 2004 Fort Ross Vineyard Reserve Chardonnay (Sonoma Coast),Chardonnay,Fort Ross,https://images.vivino.com/thumbs/HoFAA4oeSaSMhugYrmWWdA_150x200.jpg,"['smoky', 'fruit']",white,2004,age year Chardonnay lose primary fruit character pick rich complex aged note glazed cashew baked pineapple dry peach apricot spicy fascinate palate offer different experience second continue interest year,Sweet and Buttery
155,26664,New Zealand,"Plummy and dark, with accents of cedar, dark chocolate and hints of coffee. This is always the most robust of the Felton Road Pinots, and really deserves a few years in the cellar; although it's approachable now, expect the already soft tannins to turn silkier in time.",Block 5,93,79,Central Otago,,,Joe Czerwinski,@JoeCz,Felton Road 2008 Block 5 Pinot Noir (Central Otago),Pinot Noir,Felton Road,https://images.vivino.com/thumbs/XNynnjj-SkOpU6In08CMFQ_pb_x600.png,"['coffee', 'chocolate', 'fruit']",red,2008,plummy dark accent cedar dark chocolate hint coffee robust Felton Road Pinots deserve year cellar approachable expect soft tannin turn silky time,Outlier/Not Classified
156,92439,US,"Pretty ordinary stuff, a tannic wine with sharp, jammy berry-cherry flavors and a fast, hard finish.",,81,9,California,California,California Other,,,Butterfield Station 2005 Shiraz (California),Shiraz,Butterfield Station,https://images.vivino.com/thumbs/01db4744yrvvr_150x200.jpg,['berry'],red,2005,pretty ordinary stuff tannic wine sharp jammy berry cherry flavor fast hard finish,Structured and Toasty
157,70107,US,"This handsome, full-bodied wine has aromas of dark cherry and toasted oak, flavors like ripe plums and vanilla and a velvety mouthfeel due to good acidity and fine-grained tannins.",,89,25,California,Lodi,Central Valley,Jim Gordon,@gordone_cellars,Oak Farm 2013 Barbera (Lodi),Barbera,Oak Farm,https://images.vivino.com/thumbs/RabjSK-XScmjCkTHMEIx2Q_pb_x600.png,"['fruit', 'wood', 'vanilla', 'berry']",red,2013,handsome bodied wine aroma dark cherry toast oak flavor like ripe plum vanilla velvety mouthfeel good acidity fine grain tannin,Structured and Toasty
159,126033,Argentina,"Dense aromas of fig, prune, cassis and blackberry are more mellow than monstrous. In the mouth, this Cabernet feels chunky, ripe and fully tannic. Savory berry fruit flavors and notes of cured meats and jerky finish a bit flat, with a lasting flavor of oaky chocolate. Drink through 2022.",Reserva,92,40,Mendoza Province,Mendoza,,Michael Schachner,@wineschach,Las Vertientes 2014 Reserva Cabernet Sauvignon (Mendoza),Cabernet Sauvignon,Las Vertientes,https://images.vivino.com/thumbs/HXoek5yISbmYCCPelZLD1A_150x200.jpg,"['wood', 'smoky', 'chocolate', 'fruit', 'coffee', 'berry']",red,2014,dense aroma fig prune cassis blackberry mellow monstrous mouth Cabernet feel chunky ripe fully tannic savory berry fruit flavor note cured meat jerky finish bit flat last flavor oaky chocolate drink 2022,Outlier/Not Classified
160,102914,US,"A plummy interpretation of Merlot, this also brings aromas and flavors of herbs and spice. Flavors are sweet and easy drinking with lightly grainy tannins.",,86,19,Washington,Columbia Valley (WA),Columbia Valley,Sean P. Sullivan,@wawinereport,Boomtown 2013 Merlot (Columbia Valley (WA)),Merlot,Boomtown,https://images.vivino.com/thumbs/XpXhtt4KQYG5aAYU4yvfuw_pb_x600.png,"['spice', 'herbs', 'fruit']",red,2013,plummy interpretation Merlot bring aroma flavor herb spice flavor sweet easy drinking lightly grainy tannin,Spicy and Aromatic
161,122809,France,"Ripe and wood aged, this is rich with ginger and tropical fruit flavors. Dense and concentrated, it is a full-in-the-mouth wine—powerful and very ageworthy. Give this five years.",Vieilles Vignes,93,70,Burgundy,Pouilly-Fuissé,,Roger Voss,@vossroger,Château de Fuissé 2010 Vieilles Vignes  (Pouilly-Fuissé),Chardonnay,Château de Fuissé,https://images.vivino.com/thumbs/1350398512_8111_150x200.jpg,"['wood', 'spice', 'fruit']",white,2010,ripe wood age rich ginger tropical fruit flavor dense concentrate mouth wine powerful ageworthy year,Concentrated and Fruity
162,123034,US,"This 100% varietal wine offers very primary, focused aromas of blackberry, black licorice, cocoa and black cherry. It's full in feel, with abundant dark fruit flavors supported by lightly dry tannins. Give it time to all come together. Best after 2020.",Washington,90,50,Washington,Columbia Valley (WA),Columbia Valley,Sean P. Sullivan,@wawinereport,Bomb 2010 Washington Cabernet Sauvignon (Columbia Valley (WA)),Cabernet Sauvignon,Bomb,https://images.vivino.com/thumbs/default_label_150x200.jpg,"['coffee', 'spice', 'chocolate', 'berry']",red,2010,100 varietal wine offer primary focus aroma blackberry black licorice cocoa black cherry feel abundant dark fruit flavor support lightly dry tannin time come good 2020,Outlier/Not Classified
163,3660,US,"Shows a fine, polished Napa style in the perfectly ripe blackberry and currant flavors, and in the way the sweet and ultrarefined tannins give the wine such classic structure. New oak adds just the right touch of smoke and vanilla to this ageworthy 100% Cab. Best after 2010.",,92,60,California,St. Helena,Napa,,,Parry Cellars 2004 Cabernet Sauvignon (St. Helena),Cabernet Sauvignon,Parry Cellars,https://images.vivino.com/thumbs/mX-lElF6QgG3e5bl9kAx8Q_pb_x600.png,"['wood', 'vanilla', 'smoky', 'berry']",red,2004,show fine polished napa style perfectly ripe blackberry currant flavor way sweet ultrarefined tannin wine classic structure new oak add right touch smoke vanilla ageworthy 100 Cab good 2010,Rich and Tannic
164,88117,US,"This outgoing and full-bodied wine has a lot going for it. Fruity, enticing aromas lead to fully ripe flavors that suggest plums and fresh strawberries, with a suave and supple texture.",,90,52,California,Sonoma Coast,Sonoma,Jim Gordon,@gordone_cellars,Kanzler 2013 Pinot Noir (Sonoma Coast),Pinot Noir,Kanzler,https://images.vivino.com/thumbs/o4ZGsICiRyaBZOWKHj_gdQ_pb_x600.png,['fruit'],red,2013,outgoing bodied wine lot go fruity entice aroma lead fully ripe flavor suggest plum fresh strawberry suave supple texture,Outlier/Not Classified
165,84011,US,"Light in color and silky in texture, this earthy wine offers overtones of cinnamon, dark cherry, raspberry and clove. Well integrated in terms of oak and tannin, it's full-bodied enough to please those who like a bigger styled wine.",Reserve,88,37,California,Russian River Valley,Sonoma,Virginie Boone,@vboone,MacMurray Estate Vineyards 2013 Reserve Pinot Noir (Russian River Valley),Pinot Noir,MacMurray Estate Vineyards,https://images.vivino.com/thumbs/R-hOjZkpQtKpurwMg8QymQ_pb_x600.png,"['wood', 'spice', 'mineral', 'berry']",red,2013,light color silky texture earthy wine offer overtone cinnamon dark cherry raspberry clove integrate term oak tannin bodied like big style wine,Structured and Toasty
166,36391,US,"Smoke, blackberries, black cherries, pencil lead and woody mints show on the nose of this wine from a label once owned by the California winemaking pioneer. The palate is heavily sprinkled with oregano, thyme and anise against a background of tart blueberry juice, and the tannins need some mellowing though 2017–2018, when it will drink even nicer.",,88,60,California,Santa Cruz Mountains,Central Coast,Matt Kettmann,@mattkettmann,Martin Ray 2012 Cabernet Sauvignon (Santa Cruz Mountains),Cabernet Sauvignon,Martin Ray,https://images.vivino.com/thumbs/RaUUniMGQxeXEI_0RIaGCA_pb_x600.png,"['wood', 'smoky', 'herbs', 'berry', 'spice']",red,2012,smoke blackberry black cherry pencil lead woody mint nose wine label own California winemake pioneer palate heavily sprinkle oregano thyme anise background tart blueberry juice tannin need mellowing 2017–2018 drink nice,Outlier/Not Classified
168,23785,Italy,"Creamy and fresh, this opens with aromas of pressed yellow flowers, dried orchard fruit, toast and pastry. The foaming palate doles out ripe apple, butterscotch, pastry cream and toasted walnut alongside a soft mousse.",Vintage Collection Satèn,89,75,Lombardy,Franciacorta,,Kerin O’Keefe,@kerinokeefe,Ca' del Bosco 2010 Vintage Collection Satèn Sparkling (Franciacorta),Sparkling Blend,Ca' del Bosco,https://images.vivino.com/thumbs/NI2Ftqe0TDO0K3PgT41JBg_pb_x600.png,"['flowers', 'butter', 'nuts', 'fruit']",sparkling,2010,creamy fresh open aroma pressed yellow flower dry orchard fruit toast pastry foaming palate dole ripe apple butterscotch pastry cream toast walnut alongside soft mousse,Outlier/Not Classified
169,28553,US,"Cinnamon and spiced berry—a seductive combination—lead this Cab from the Finger Lakes, but on the palate, cherry, pepper and spice flavors fall a bit flat. The wine wants more complexity and dimension, but offers approachable red berry flavors that will pair well with lamb or steak.",,82,19,New York,Finger Lakes,Finger Lakes,Susan Kostrzewa,@suskostrzewa,Hazlitt 1852 Vineyards 2005 Cabernet Sauvignon (Finger Lakes),Cabernet Sauvignon,Hazlitt 1852 Vineyards,https://images.vivino.com/thumbs/T_IRFLazRqmHgZeesiMSjQ_pb_x600.png,"['spice', 'berry']",red,2005,Cinnamon spice berry seductive combination lead Cab Finger Lakes palate cherry pepper spice flavor fall bit flat wine want complexity dimension offer approachable red berry flavor pair lamb steak,Outlier/Not Classified
170,52192,US,"This is the kind of wine Franciscan produces so well and reliably. As far as Merlots go, it shows the soft approachability and supple tannins you expect. Flavorwise, it's appealing in ripe red cherries, sweet red licorice and smoky oak. A very nice restaurant wine, and easy to find, with more than 20,000 cases produced.",,90,21,California,Napa Valley,Napa,,,Franciscan 2010 Merlot (Napa Valley),Merlot,Franciscan,https://images.vivino.com/thumbs/Ug8md4T7SbKXx_VZBCvzhA_pb_x600.png,"['wood', 'spice']",red,2010,"kind wine franciscan produce reliably far merlot show soft approachability supple tannin expect flavorwise appeal ripe red cherry sweet red licorice smoky oak nice restaurant wine easy find 20,000 case produce",Outlier/Not Classified
171,9158,US,"All the Brick House wines are certified organic and Biodynamic. Les Dijonnais spent 15 months in 30% new French oak. The opening aromas lead with fresh, lively, buoyant notes of cherry fruit. With more exposure to air its tannins get a bit chewy, and the wine shows impressive strength through a long finish.",Les Dijonnais,92,52,Oregon,Ribbon Ridge,Willamette Valley,Paul Gregutt,@paulgwine ,Brick House 2012 Les Dijonnais Pinot Noir (Ribbon Ridge),Pinot Noir,Brick House,https://images.vivino.com/thumbs/HriPXJ0mQmCbDNXQPKVLpQ_pb_x600.png,"['wood', 'mineral', 'berry']",red,2012,Brick House wine certify organic Biodynamic Les Dijonnais spend 15 month 30 new french oak open aroma lead fresh lively buoyant note cherry fruit exposure air tannin bit chewy wine show impressive strength long finish,Outlier/Not Classified
172,42405,US,"Rich, balanced and full bodied, this shows exuberantly ripe, sweet flavors of blackberries, mulberries, dark chocolate and raisins, with notes of exotic spices. It will last for 20 years, gradually losing fruit and growing earthy and mushroomy.",Bacigalupi Vineyard,93,50,California,Russian River Valley,Sonoma,,,Williams Selyem 2010 Bacigalupi Vineyard Zinfandel (Russian River Valley),Zinfandel,Williams Selyem,https://images.vivino.com/thumbs/-teBbnwpQieX-b46kRZNig_pb_x600.png,"['coffee', 'spice', 'chocolate', 'mineral']",red,2010,rich balanced bodied show exuberantly ripe sweet flavor blackberry mulberry dark chocolate raisin note exotic spice 20 year gradually lose fruit grow earthy mushroomy,Rich and Tannic
