,Unnamed: 0.1,Unnamed: 0,country,description,designation,points,price,province,region_1,region_2,taster_name,taster_twitter_handle,title,variety,winery,img_url,extracted_flavors,wine_type,year
165,207,82967,US,"Subdued on the nose, this has a good concentration of fruit and a strong structure, buoyed by firm acidity. The finish is long and lingering.",,86,22,California,Shenandoah Valley (CA),Sierra Foothills,Virginie Boone,@vboone,Bella Piazza 2009 Barbera ),Barbera,Bella Piazza,https://www.wine-searcher.com/images/labels/12/31/10451231.jpg,['fruit'],red,2009
166,208,48185,Spain,"The goofy name is questionable, but the wine is excellent. Raspberry, plum and minerally aromas lead to a tight, structured palate with flavors of berry fruits and chocolate. This wine end with an aggressive and slightly hot finish that contains cherry and plum flavors. Drink through 2019.",Suprafabulicious,90,25,Catalonia,Priorat,,Michael Schachner,@wineschach,Picolino 2012 Suprafabulicious Red,Red Blend,Picolino,,"['fruit', 'berry', 'cherry', 'chocolate', 'mineral', 'plum']",red,2012
167,210,102251,Italy,"Rose, iris, red-berry and cake-spice aromas set the tone on this graceful red. It's linear, bright and loaded with finesse, evoking red cherry, crushed strawberry, star anise and pink peppercorn alongside taut, polished tannins and bright acidity. Drink 2013–2033.",La Serra,93,50,Piedmont,Barolo,,Kerin O’Keefe,@kerinokeefe,Marcarini 2013 La Serra,Nebbiolo,Marcarini,https://media.bbr.com/s/bbr/20138001409-ms?img404=Default_Wine,"['berry', 'cherry', 'spice', 'pepper']",red,2013
168,211,101317,France,"With crushed strawberry and caramel flavors, this is relatively light wine, though elegant and pierced with acidity. Milk chocolate and soft tannins complete an attractive ensemble.",Aux Cras,89,56,Burgundy,Beaune,,Roger Voss,@vossroger,Camille Giroud 2008 Aux Cras,Pinot Noir,Camille Giroud,https://i0.wp.com/www.burgundy-report.com/wp/wp-content/uploads/2022/11/PXL_20221119_175916216.PORTRAIT-1.jpg?fit=1200%2C626&ssl=1,"['berry', 'chocolate']",red,2008
169,212,126934,Canada,"This unusual five-grape blend includes Chardonnay, Sémillon, Sauvignon Blanc, Viognier and Muscat. It maintains a sense of focus, with the grassy, herbal character of Sauv Blanc and Sémillon commanding most of the attention. It's stiff, woody (rather than oaky) and herbal. Try it with fresh goat cheese.",Oldfield Series 2Bench,87,21,British Columbia,Okanagan Valley,,Paul Gregutt,@paulgwine ,Tinhorn Creek 2014 Oldfield Series 2Bench White,White Blend,Tinhorn Creek,x-raw-image:///b1c458f3937872d4a4658f98fae3a8e3cf15889c7c676d927033438924b5390c,"['oak', 'herb']",white,2014
170,213,8075,France,"This rich, concentrated wine is velvet smooth, with tannins enveloped by ripe berry and plum fruits. Wood aging has added to the the rounded character. Despite its approachability, it will age well, so the wine is best drunk from 2018.",,91,28,Bordeaux,Blaye Côtes de Bordeaux,,Roger Voss,@vossroger,Château Haut Bertinerie 2012  Blaye Côtes de Bordeaux,Bordeaux-style Red Blend,Château Haut Bertinerie,https://images.vivino.com/thumbs/UtbMhfQuRG2-luan3XJzmA_pb_x600.png,"['fruit', 'berry', 'plum']",red,2012
171,214,113952,Bulgaria,"This Sauvignon Blanc from Bulgaria's Thracian Valley has bright aromas of lemon grass, citrus blossom and freshly mowed lawn. It is medium bodied in the mouth, with flavors of freshly cut pineapple, guava and lemon meringue pie. The finish is clean, crisp and fruit filled.",,90,13,Thracian Valley,,,Jeff Jenssen,@worldwineguys,Bulgariana 2015 Sauvignon Blanc,Sauvignon Blanc,Bulgariana,https://www.wineenthusiast.com/wp-content/assets/reviews/label-images/wine/wine/244399_40bbe_oct16_3700.jpg,"['fruit', 'citrus', 'apple', 'lemon', 'lemon']",white,2015
172,215,43338,Italy,"Made with Sangiovese and 10% Montepulciano, this has aromas of dark-skinned fruit, tilled soil and a hint of graphite. The simple, straightforward palate offers dried berry, black cherry and a hint of thyme alongside round but not very persistent tannins.",Mozza Piedi,87,20,Tuscany,Morellino di Scansano,,Kerin O’Keefe,@kerinokeefe,Colle Spinello 2013 Mozza Piedi,Red Blend,Colle Spinello,https://www.wineenthusiast.com/wp-content/uploads/2023/05/Feature_TuscanTreaure_Credit_Tom_Arena_1920x1280.jpg,"['fruit', 'berry', 'cherry']",red,2013
173,216,106355,France,"On the right bank of the Serein river, Vaucoupin gives rich wines, showing its sunny exposition. This bottling is ripe, full in the mouth and intense with fragrant white fruits, vanilla and youthful acidity. With freshness still to the fore, it will age and will be better from 2017.",Vaucoupin Premier Cru,91,30,Burgundy,Chablis,,Roger Voss,@vossroger,Domaine Céline et Frédéric Gueguen 2013 Vaucoupin Premier Cru,Chardonnay,Domaine Céline et Frédéric Gueguen,https://wineparadise.com.hk/wp-content/uploads/2024/04/Chablis-1er-Cru-Vaucoupin-PNG_1.png,"['fruit', 'vanilla']",white,2013
174,217,46425,Spain,"Deep aromas of baked black fruits are bolstered by oaky notes of lemon peel and barrel spice. This is intense and hard driving, with flavors of coffee, lemon, blackberry, chocolate and tar. The smoky finish is accompanied by roasted berry notes and shearing acidity. Drink through 2020.",Colección Privada,92,49,Northern Spain,Rioja,,Michael Schachner,@wineschach,Sierra Cantabria 2012 Colección Privada,Tempranillo,Sierra Cantabria,https://images.vivino.com/thumbs/HRNYkb7PR9qEj1ZdeO2Pdg_pb_x600.png,"['fruit', 'berry', 'lemon', 'chocolate', 'oak', 'spice', 'coffee', 'lemon']",red,2012
175,218,128219,US,"Generous flavors with a full body add up to a very likable, mouthfilling wine that will love a juicy steak or grilled lamb chop. Almost-sweet spices like vanilla and nutmeg come out in the aroma and persist through the fresh black cherry flavors and finish.",Cherokee Lane,87,12,California,Lodi,Central Valley,Jim Gordon,@gordone_cellars,Tortoise Creek 2012 Cherokee Lane Cabernet Sauvignon,Cabernet Sauvignon,Tortoise Creek,https://www.wineenthusiast.com/wp-content/assets/reviews/label-images/wine/wine/213311_50bbe_sept15_3570.jpg,"['cherry', 'vanilla', 'spice', 'nut']",red,2012
176,219,74153,Israel,"There is an interesting balance of fruit and cooling herbs here, with cherry and raspberry mingling seamlessly with mint and eucalyptus. Smooth tannins continue uninterrupted through the lingering finish.",Yarden,89,32,Galilee,,,Mike DeSimone,@worldwineguys,Golan Heights Winery 2010 Yarden Cabernet Sauvignon,Cabernet Sauvignon,Golan Heights Winery,"https://www.wine-searcher.com/images/labels/32/91/10473291.jpg?width=260&height=260&fit=bounds&canvas=260,260","['fruit', 'berry', 'cherry', 'herb']",red,2010
177,220,18353,Italy,The nose isn't very expressive but it eventually reveals notes of red berry with undertones of game and a whiff of barnyard. The palate offers crunchy red berry and a hint of clove alongside fresh acidity and soft tannins.,,87,15,Tuscany,Rosso di Montepulciano,,Kerin O’Keefe,@kerinokeefe,Casale Daviddi 2012  Rosso di Montepulciano,Red Blend,Casale Daviddi,https://images.vivino.com/thumbs/gP2JOppWT3aiK6x4RPriqg_pb_x600.png,['berry'],red,2012
178,221,70998,France,"The top of the line in the Lannac Saint-Jean range from young vignerons Fabien Jouves and Emmanuel Rybinski. With wood aging, it shows a mineral, austere note over the stone fruit flavors. It has weight and structure, though the fruit needs time to come through the toast of the wood.",La Chapelle,90,44,Southwest France,Cahors,,Roger Voss,@vossroger,Lannac Saint-Jean 2007 La Chapelle Malbec,Malbec,Lannac Saint-Jean,https://www.wineenthusiast.com/wp-content/uploads/2024/04/04_24_Best-Argentinian-Malbecs_HERO_WineOnSale_Wine.com_WineChild_1920x1280.jpg,"['fruit', 'mineral']",red,2007
179,222,84200,Italy,"Red berry aromas and cherry and candied fruit are backed by spice, horsehide and tobacco. The mouthfeel is thinner, streamlined and still a bit raw.",Mongrana,88,18,Tuscany,Maremma,,,,Agricola Querciabella 2005 Mongrana,Red Blend,Agricola Querciabella,https://querciabella.com/wp-content/uploads/2024/01/WNF_MG_2022_Family_Cubes.jpg,"['fruit', 'berry', 'cherry', 'spice']",red,2005
180,223,127045,Portugal,"A blend of Aragonez, Syrah and Touriga Nacional, this is a crisp wine, full of raspberry fruits and a soft texture. It is attractive with its balance of acidity and fruit, and is very ready to drink.",Ciconia,85,12,Alentejano,,,Roger Voss,@vossroger,Ciconia 2016 Ciconia Rosé,Rosé,Ciconia,https://www.winnipegfreepress.com/wp-content/uploads/sites/2/2022/06/NEP2923616.jpg?w=1000,"['fruit', 'berry']",rosé,2016
181,224,96603,France,"This well-known Burgundy négociant has branched out into the Rhône, like so many others have before. The good news is that the wine is bursting with bright cherry flavors—tart and juicy. Would make a nice burger or sandwich accompaniment.",Château De Domazan,84,8,Rhône Valley,Côtes du Rhône,,,,Mommessin 1999 Château De Domazan Red,Rhône-style Red Blend,Mommessin,"https://www.wine-searcher.com/images/labels/63/18/10266318.jpg?width=260&height=260&fit=bounds&canvas=260,260",['cherry'],red,1999
182,225,129858,US,"Tempting, slightly nutty aromas and a firm texture characterize this light-bodied wine. With time in the glass, attractive doughy nuances and hints of caramel and toasted almonds join the apple flavors.",,90,26,California,Anderson Valley,,Jim Gordon,@gordone_cellars,Carpe Diem 2014 Chardonnay,Chardonnay,Carpe Diem,https://www.decanterchina.com/assets/images/article/r90/08_carpe_diem__chardonnay__anderson_valley__california_2014.jpg?1507595782,"['apple', 'nut', 'almond']",white,2014
183,226,70048,France,"This rounded wine is still tight and closed. The texture shows strongly at the moment, but will soften to bring out the crisp fruits and perfumed acidity. A rustic edge needs to blow away as the wine matures. Drink from 2017.",Cuvée Silex,86,30,Loire Valley,Sancerre,,Roger Voss,@vossroger,Philippe Girard 2014 Cuvée Silex,Sauvignon Blanc,Philippe Girard,http://tablewineasheville.com/cdn/shop/articles/World-Class-French-Whites-Tasting_c566f564-a44c-44e9-b4e5-5cfc54ab9121.jpg?v=1617738808,['fruit'],white,2014
184,228,38945,Italy,"This opens with aromas of mature wild cherry and pressed violet while the straightforward, juicy palate offers fleshy black cherry and a note of ground pepper. It's round and ready, with supple tannins.",,88,25,Tuscany,Chianti Classico,,Kerin O’Keefe,@kerinokeefe,Villa di Geggiano 2011  Chianti Classico,Red Blend,Villa di Geggiano,https://www.raincitywines.com/cdn/shop/products/IMG_1765_1024x1024.JPG?v=1519945391,"['cherry', 'pepper']",red,2011
185,229,49563,Australia,"D'Arenberg is better known for its red wines, but this promising effort from the Adelaide Hills is one to watch. Vanilla and custardy notes mark the nose, while the flavors turn toasty and cereal-like, backed by plenty of mixed citrus fruit. It's not overly rich or ripe, but has long, mouthwatering finish.",The Lucky Lizard,91,35,South Australia,Adelaide Hills,,Joe Czerwinski,@JoeCz,D'Arenberg 2007 The Lucky Lizard Chardonnay,Chardonnay,D'Arenberg,https://www.darenberg.com.au/assets/full/BCA2176S.jpg?20220527110043,"['fruit', 'citrus', 'vanilla']",white,2007
186,230,66206,France,"This is a gently spicy wine with notes of ginger and cinnamon as well as ripe tropical fruits. It is not a complex wine, but very approachable even at this stage and touched with some acidity on the finish.",Cuvée René Dopff,86,24,Alsace,Alsace,,Roger Voss,@vossroger,Dopff & Irion 2012 Cuvée René Dopff Gewurztraminer,Gewürztraminer,Dopff & Irion,https://live.staticflickr.com/7464/26743541840_0434957374_z.jpg,"['fruit', 'tropical']",white,2012
187,231,35384,France,"A smooth, superripe wine, full of the sweetest fruit, big and rich. It is opulent, a powerhouse of dense Merlot fruits, rounded out with soft tannins.",,92,265,Bordeaux,Pomerol,,Roger Voss,@vossroger,Château Clinet 2009  Pomerol,Bordeaux-style Red Blend,Château Clinet,https://cdn.shopify.com/s/files/1/0044/7165/2425/products/2009Clinet.jpg?v=1638662955,['fruit'],red,2009
188,232,57100,France,"This is the rare Côtes du Rhône that needs cellaring, but it is sourced from a patch of 50-year-old vines near Sorgues. Ground cinnamon and clove, fine leather and just enough cherry fruit mingle to create a compelling, medium-bodied wine framed by fine-grained tannins. Drink 2017–2022, possibly beyond.",Cuvée Maclura,90,20,Rhône Valley,Côtes du Rhône,,Joe Czerwinski,@JoeCz,Château Pégau 2013 Cuvée Maclura Red,Rhône-style Red Blend,Château Pégau,https://www.plummarket.com/store/pub/media/catalog/product/cache/49722c31a15eff463262c631eda6cffe/p/e/pegau_2015_maclura_2_1.jpg,"['fruit', 'cherry', 'leather']",red,2013
189,233,33463,Greece,"Aromas of citrus, melon and orange blossom start this crisp, elegant white from Cephalonia. On the palate, bright flavors of lemon/lime and white peach are balanced with a stony minerality. A beautiful example of an ancient indigenous variety.",,88,15,Atalanti Valley,,,Susan Kostrzewa,@suskostrzewa,Hatzimichalis 2015 Chardonnay,Chardonnay,Hatzimichalis,https://images.vivino.com/thumbs/FNJRdIZFSZi3XKtAW-AsDQ_375x500.jpg,"['citrus', 'peach', 'lemon', 'lime', 'mineral', 'lemon', 'orange']",white,2015
190,234,69006,US,"The best value among all of Bergevin Lane's 2008 Syrahs, this rich and smoky effort spent 20 months in oak. Sourced from Stone Tree and Francisca's vineyards, it has tight, ripe berry flavors and beautifully manicured tannins.",She-Devil,91,22,Washington,Columbia Valley (WA),Columbia Valley,Paul Gregutt,@paulgwine ,Bergevin Lane 2008 She-Devil Syrah ),Syrah,Bergevin Lane,"https://www.wine-searcher.com/images/labels/65/36/10286536.jpg?width=260&height=260&fit=bounds&canvas=260,260","['berry', 'oak']",red,2008
191,236,48286,US,"Valley of the Moon hasn't raised the price on this Bordeaux blend for years, which makes it a value for the complexity you get. This isn't one of those soft, mushy wines that's all flavor and no structure. Acids and tannins provide the architecture for polished blackberry, black olive and smoky oak flavors that are so appealing.",Cuvée de la Luna,92,30,California,Sonoma County,Sonoma,,,Valley of the Moon 2004 Cuvée de la Luna Red,Bordeaux-style Red Blend,Valley of the Moon,https://www.wineenthusiast.com/wp-content/assets/reviews/label-images/wine/wine/77089_06B_1940_020107.jpg,"['berry', 'oak']",red,2004
192,237,26563,US,"This is the only blend in Washington State where these two varieties play near-equal parts. Coming from a mixture of McKinley Springs and Alder Ridge vineyards, it offers aromas of brambly raspberries and herbs that lead to strikingly pure flavors and a texture that weakens the knees. An extended finish caps it off.",,92,25,Washington,Horse Heaven Hills,Columbia Valley,Sean P. Sullivan,@wawinereport,Syncline 2013 Grenache-Carignan,Grenache-Carignan,Syncline,"http://res.cloudinary.com/sagacity/image/upload/c_crop,h_571,w_420,x_0,y_0/c_limit,w_640/v1445367661/499605_x6pni0.jpg",['herb'],red,2013
193,240,52323,US,"Klipsun vineyard grapes are fermented in stainless steel to produce this crisp and refreshing Sauvignon Blanc. In 2010, a cool vintage even at this Red Mountain site, the grassy side of the grape is in the spotlight. A little sweatiness blows off with airing, then the lemongrass and light melon flavors come through, with plenty of acid backing.",AnArtisticThought,87,19,Washington,Yakima Valley,Columbia Valley,Paul Gregutt,@paulgwine ,Stevens 2010 AnArtisticThought Sauvignon Blanc,Sauvignon Blanc,Stevens,https://www.wineenthusiast.com/wp-content/uploads/2024/07/07_24_New_Zealand_Sauvignon_Blanc_HERO_Wine.com_SaratogaWine_1920x1280.jpg,"['lemon', 'lemon']",white,2010
194,242,2097,US,"Forward and easy in cherry, currant, raspberry, tangerine zest, cola and peppery spice flavors, this Zin has a gentle texture. There's also a wealth of firm, dusty tannins that could help the wine age for a few years.",Cougar Hill,87,18,California,Amador County,Sierra Foothills,,,Sobon Estate 2006 Cougar Hill Zinfandel,Zinfandel,Sobon Estate,https://images.commerce7.com/sobon-wine-comapny-llc/images/medium/21coughbottleshotweb-1710960011612.jpg,"['berry', 'cherry', 'spice', 'pepper']",red,2006
